filename,result,frame,conf
crop_0000_f00001_c0.55_clip_20-23min.jpg,,00001,0.55
crop_0001_f00002_c0.50_clip_20-23min.jpg,,00002,0.50
crop_0002_f00008_c0.39_clip_20-23min.jpg,,00008,0.39
crop_0003_f00009_c0.37_clip_20-23min.jpg,,00009,0.37
crop_0004_f00013_c0.40_clip_20-23min.jpg,,00013,0.40
crop_0005_f00015_c0.49_clip_20-23min.jpg,,00015,0.49
crop_0006_f00016_c0.56_clip_20-23min.jpg,,00016,0.56
crop_0007_f00017_c0.60_clip_20-23min.jpg,,00017,0.60
crop_0008_f00018_c0.59_clip_20-23min.jpg,,00018,0.59
crop_0009_f00019_c0.57_clip_20-23min.jpg,,00019,0.57
crop_0010_f00020_c0.52_clip_20-23min.jpg,,00020,0.52
crop_0011_f00021_c0.45_clip_20-23min.jpg,,00021,0.45
crop_0012_f00022_c0.38_clip_20-23min.jpg,,00022,0.38
crop_0013_f00025_c0.38_clip_20-23min.jpg,,00025,0.38
crop_0014_f00027_c0.39_clip_20-23min.jpg,,00027,0.39
crop_0015_f00028_c0.40_clip_20-23min.jpg,,00028,0.40
crop_0016_f00029_c0.41_clip_20-23min.jpg,,00029,0.41
crop_0017_f00030_c0.40_clip_20-23min.jpg,,00030,0.40
crop_0018_f00031_c0.43_clip_20-23min.jpg,,00031,0.43
crop_0019_f00032_c0.45_clip_20-23min.jpg,,00032,0.45
crop_0020_f00033_c0.48_clip_20-23min.jpg,,00033,0.48
crop_0021_f00034_c0.46_clip_20-23min.jpg,,00034,0.46
crop_0022_f00035_c0.45_clip_20-23min.jpg,,00035,0.45
crop_0023_f00036_c0.56_clip_20-23min.jpg,,00036,0.56
crop_0024_f00037_c0.61_clip_20-23min.jpg,,00037,0.61
crop_0025_f00038_c0.63_clip_20-23min.jpg,,00038,0.63
crop_0026_f00039_c0.61_clip_20-23min.jpg,,00039,0.61
crop_0027_f00040_c0.60_clip_20-23min.jpg,,00040,0.60
crop_0028_f00041_c0.61_clip_20-23min.jpg,,00041,0.61
crop_0029_f00042_c0.62_clip_20-23min.jpg,,00042,0.62
crop_0030_f00043_c0.62_clip_20-23min.jpg,,00043,0.62
crop_0031_f00044_c0.60_clip_20-23min.jpg,,00044,0.60
crop_0032_f00045_c0.59_clip_20-23min.jpg,,00045,0.59
crop_0033_f00046_c0.55_clip_20-23min.jpg,,00046,0.55
crop_0034_f00047_c0.52_clip_20-23min.jpg,,00047,0.52
crop_0035_f00048_c0.49_clip_20-23min.jpg,,00048,0.49
crop_0036_f00049_c0.50_clip_20-23min.jpg,,00049,0.50
crop_0037_f00050_c0.48_clip_20-23min.jpg,,00050,0.48
crop_0038_f00051_c0.45_clip_20-23min.jpg,,00051,0.45
crop_0039_f00052_c0.44_clip_20-23min.jpg,,00052,0.44
crop_0040_f00053_c0.48_clip_20-23min.jpg,,00053,0.48
crop_0041_f00054_c0.48_clip_20-23min.jpg,,00054,0.48
crop_0042_f00055_c0.46_clip_20-23min.jpg,,00055,0.46
crop_0043_f00056_c0.44_clip_20-23min.jpg,,00056,0.44
crop_0044_f00057_c0.39_clip_20-23min.jpg,,00057,0.39
crop_0045_f00058_c0.41_clip_20-23min.jpg,,00058,0.41
crop_0046_f00059_c0.46_clip_20-23min.jpg,,00059,0.46
crop_0047_f00060_c0.43_clip_20-23min.jpg,,00060,0.43
crop_0048_f00069_c0.41_clip_20-23min.jpg,,00069,0.41
crop_0049_f00070_c0.44_clip_20-23min.jpg,,00070,0.44
crop_0050_f00071_c0.50_clip_20-23min.jpg,,00071,0.50
crop_0051_f00072_c0.46_clip_20-23min.jpg,,00072,0.46
crop_0052_f00073_c0.53_clip_20-23min.jpg,,00073,0.53
crop_0053_f00074_c0.50_clip_20-23min.jpg,,00074,0.50
crop_0054_f00075_c0.52_clip_20-23min.jpg,,00075,0.52
crop_0055_f00076_c0.54_clip_20-23min.jpg,,00076,0.54
crop_0056_f00077_c0.54_clip_20-23min.jpg,,00077,0.54
crop_0057_f00078_c0.55_clip_20-23min.jpg,,00078,0.55
crop_0058_f00079_c0.56_clip_20-23min.jpg,,00079,0.56
crop_0059_f00080_c0.55_clip_20-23min.jpg,,00080,0.55
crop_0060_f00081_c0.56_clip_20-23min.jpg,,00081,0.56
crop_0061_f00082_c0.47_clip_20-23min.jpg,,00082,0.47
crop_0062_f00083_c0.47_clip_20-23min.jpg,,00083,0.47
crop_0063_f00084_c0.40_clip_20-23min.jpg,,00084,0.40
